Timestamp,"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Blazor / C#]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Rust]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [C++ / Emscripten]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Go / TinyGo]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [AssemblyScript]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Grain]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Python]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Zig]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Blazor / C#],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Rust],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [C++ / Emscripten],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Go / TinyGo],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [AssemblyScript],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Grain],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Python],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Zig],Your Current Usage - what are you using WebAssembly for at the moment?,Future impact - where do you think WebAssembly will have the most impact in the future? [Web development],Future impact - where do you think WebAssembly will have the most impact in the future? [Blockchain],Future impact - where do you think WebAssembly will have the most impact in the future? [Internet of Things],Future impact - where do you think WebAssembly will have the most impact in the future? [Serverless],Future impact - where do you think WebAssembly will have the most impact in the future? [Containerisation],Future impact - where do you think WebAssembly will have the most impact in the future? [Game Development],Future impact - where do you think WebAssembly will have the most impact in the future? [Scientific],Future impact - where do you think WebAssembly will have the most impact in the future? [Cryptography],Future impact - where do you think WebAssembly will have the most impact in the future? [Audio / Video Processing],Future impact - where do you think WebAssembly will have the most impact in the future? [Artificial Intelligence],Future features - what future WebAssembly features are you interested in? [SIMD],Future features - what future WebAssembly features are you interested in? [Garbage Collection],Future features - what future WebAssembly features are you interested in? [ECMAScript module integration],Future features - what future WebAssembly features are you interested in? [Threads],Future features - what future WebAssembly features are you interested in? [Interface Types],Future features - what future WebAssembly features are you interested in? [Module Linking],Future features - what future WebAssembly features are you interested in? [Exception handling],Future features - what future WebAssembly features are you interested in? [WASI - WebAssembly System Interface],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better build tooling],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better debugging support],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [A greater breadth of supported languages],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [A stronger and more inclusive community],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better integration with JavaScript and browser APIs],Job Role - what most closely describes your role?,JavaScript Proficiency - how proficient are you at JavaScript?,WebAssembly Proficiency - how proficient are you at WebAssembly?,WebAssembly Experience - how long have you used or known about WebAssembly for?,Back-end Proficiency - how proficient are you at back-end development?,Industry Sector - which industry sector(s) do you work in?,Your Country or Region - where do you call home?,Current Language Usage - are there any other languages not listed about that you use?,,,Desired Usage - are there any other languages not listed about that you want to use?,"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Swift]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Swift],"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Java]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Java]
6/15/2021 15:29:52,not used,have used occasionally,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,"Web development, Serverless",very high impact,some impact,some impact,very high impact,very high impact,low impact,low impact,low impact,low impact,low impact,no interest,no interest,no interest,very interested,no interest,very interested,very interested,very interested,really needs this,really needs this,really needs this,really needs this,really needs this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,China,Rust,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 15:41:36,not used,have used occasionally,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,Serverless,some impact,Don't know :shrug:,some impact,very high impact,very high impact,some impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,modest interest,modest interest,very interested,very interested,don’t know what it is :shrug:,very interested,modest interest,very interested,needs this,needs this,really needs this,needs this,needs this,"Developer, full-stack",Architecturing entire front-end codebases from scratch,"I am confident in using WebAssembly, but consider it a ‘black box’",4 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Agriculture,United States,,,,Kotlin,not used,don’t want to use,not used,don’t want to use
6/15/2021 15:45:14,use sometimes,use frequently,use frequently,use frequently,use frequently,not used,use sometimes,use frequently,don’t want to use,want to use a lot,want to use a lot,want to use a lot,want to use a lot,don’t want to use,want to use a lot,want to use a lot,"Web development, Internet of Things, Audio / Video Processing, Artificial Intelligence",very high impact,very high impact,very high impact,very high impact,very high impact,low impact,low impact,very high impact,very high impact,some impact,very interested,very interested,very interested,very interested,very interested,very interested,very interested,very interested,really needs this,really needs this,really needs this,really needs this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",4 years,Able to handle complex multi-server or microservices architectures,Ecommerce & Retail,Vietnam,Haskell,,,,not used,want to use a lot,not used,want to use a lot
6/15/2021 15:52:15,not used,use frequently,use frequently,use sometimes,not used,not used,not used,not used,don’t want to use,want to use a lot,want to use a lot,want to use a lot,don’t want to use,don’t want to use,don’t want to use,want to use a little,"Web development, Serverless, Scientific, Audio / Video Processing, Artificial Intelligence",some impact,low impact,low impact,some impact,some impact,some impact,some impact,low impact,some impact,some impact,very interested,modest interest,no interest,very interested,very interested,very interested,no interest,very interested,needs this,needs this,needs this,doesn’t need this,needs this,"Developer, back-end",Architecturing entire front-end codebases from scratch,"I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",4 years,Able to handle complex multi-server or microservices architectures,Marketing/Sales/Analytics Tools,,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 16:17:53,not used,use sometimes,not used,not used,not used,not used,not used,not used,want to use a little,want to use a lot,want to use a little,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,Web development,very high impact,very high impact,low impact,very high impact,low impact,low impact,low impact,low impact,low impact,low impact,very interested,no interest,very interested,very interested,very interested,very interested,very interested,very interested,really needs this,really needs this,needs this,really needs this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",3 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Programming & Technical Tools,China,,,,,not used,not heard of it,not used,not heard of it
6/15/2021 16:41:54,not used,use frequently,not used,not used,not used,not used,not used,not used,not heard of it,want to use a lot,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,Web development,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,very high impact,Don't know :shrug:,Don't know :shrug:,very high impact,very high impact,don’t know what it is :shrug:,don’t know what it is :shrug:,don’t know what it is :shrug:,very interested,don’t know what it is :shrug:,very interested,don’t know what it is :shrug:,don’t know what it is :shrug:,really needs this,really needs this,really needs this,really needs this,really needs this,"Developer, front-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,"Able to develop apps using pre-existing frameworks (Rails, Laravel, etc.)",Programming & Technical Tools,China,,,,,not used,not heard of it,not used,not heard of it
6/15/2021 16:51:32,not used,use sometimes,use frequently,not used,have used occasionally,not used,not used,not used,want to use a little,want to use a lot,don’t want to use,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,"Web development, Internet of Things, Serverless, Containerisation, Game Development, Audio / Video Processing",some impact,some impact,very high impact,very high impact,very high impact,very high impact,Don't know :shrug:,Don't know :shrug:,very high impact,very high impact,very interested,modest interest,very interested,very interested,very interested,very interested,very interested,very interested,needs this,needs this,needs this,needs this,needs this,"Developer, full-stack","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",3 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)","News, Media, & Blogging",United Kingdom,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 17:21:05,not used,use sometimes,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,want to use a little,don’t want to use,not heard of it,not heard of it,want to use a little,not heard of it,Web development,very high impact,some impact,very high impact,low impact,Don't know :shrug:,very high impact,very high impact,very high impact,very high impact,low impact,very interested,very interested,very interested,very interested,very interested,very interested,don’t know what it is :shrug:,no interest,really needs this,really needs this,doesn’t need this,really needs this,really needs this,"Developer, front-end",Architecturing entire front-end codebases from scratch,"I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,Not able to handle any back-end work,Consulting & Services,China,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 17:29:09,not used,not used,use frequently,not used,not used,not used,not used,not used,not heard of it,not heard of it,want to use a lot,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,Compiler backend,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,modest interest,no interest,no interest,very interested,modest interest,very interested,modest interest,modest interest,really needs this,really needs this,needs this,needs this,needs this,"Developer, back-end","Writing short, simple JavaScript or jQuery statements","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,Able to handle complex multi-server or microservices architectures,Transport,France,,,,My own but there is work to be done,not used,not heard of it,not used,not heard of it
6/15/2021 17:33:41,not used,not used,use frequently,have used occasionally,not used,not used,not used,not used,don’t want to use,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,want to use a lot,want to use a little,"Web development, Serverless, Scientific",very high impact,Don't know :shrug:,Don't know :shrug:,very high impact,Don't know :shrug:,Don't know :shrug:,very high impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,don’t know what it is :shrug:,very interested,don’t know what it is :shrug:,very interested,don’t know what it is :shrug:,don’t know what it is :shrug:,don’t know what it is :shrug:,don’t know what it is :shrug:,doesn’t need this,really needs this,really needs this,really needs this,needs this,"Developer, full-stack","Writing short, simple JavaScript or jQuery statements","I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,"Able to develop apps using pre-existing frameworks (Rails, Laravel, etc.)",Education,Israel,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 17:37:15,not used,use frequently,have used occasionally,not used,use sometimes,not used,not used,not used,want to use a little,want to use a lot,don’t want to use,want to use a little,want to use a lot,not heard of it,don’t want to use,don’t want to use,"Web development, Game Development, Image manipulation - art related",very high impact,some impact,some impact,some impact,some impact,very high impact,very high impact,some impact,some impact,some impact,very interested,no interest,very interested,very interested,very interested,very interested,very interested,very interested,really needs this,really needs this,doesn’t need this,needs this,doesn’t need this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",3 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Consulting & Services,Canada,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 18:20:01,not used,use sometimes,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a little,want to use a little,want to use a little,don’t want to use,not heard of it,don’t want to use,don’t want to use,Web development,very high impact,Don't know :shrug:,some impact,some impact,some impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,no interest,modest interest,modest interest,very interested,very interested,very interested,don’t know what it is :shrug:,modest interest,needs this,needs this,doesn’t need this,needs this,needs this,"Developer, back-end","Writing short, simple JavaScript or jQuery statements","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",2 years,Able to handle complex multi-server or microservices architectures,Consulting & Services,Norway,,,,dart,not used,don’t want to use,not used,don’t want to use
6/15/2021 19:10:07,have used occasionally,use sometimes,not used,not used,have used occasionally,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,"Web development, Blockchain",some impact,some impact,Don't know :shrug:,Don't know :shrug:,very high impact,low impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,modest interest,no interest,don’t know what it is :shrug:,very interested,don’t know what it is :shrug:,modest interest,no interest,no interest,doesn’t need this,doesn’t need this,needs this,doesn’t need this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Programming & Technical Tools,Latvia,Rust,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 19:12:11,not used,not used,use frequently,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,want to use a lot,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,Game Development,very high impact,low impact,some impact,some impact,very high impact,very high impact,low impact,low impact,some impact,low impact,very interested,no interest,no interest,very interested,no interest,modest interest,no interest,very interested,needs this,really needs this,needs this,doesn’t need this,needs this,Engineering manager,"Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I’ve created advanced WebAssembly tooling (compilers, analyzers)",4 years,"Able to develop apps using pre-existing frameworks (Rails, Laravel, etc.)",Entertainment,Sweden,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 19:33:43,not used,have used occasionally,use frequently,not used,not used,not used,not used,not used,want to use a lot,don’t want to use,want to use a little,don’t want to use,don’t want to use,not heard of it,want to use a lot,not heard of it,Audio / Video Processing,low impact,some impact,some impact,very high impact,some impact,very high impact,some impact,some impact,very high impact,very high impact,very interested,modest interest,don’t know what it is :shrug:,very interested,modest interest,no interest,modest interest,modest interest,really needs this,really needs this,doesn’t need this,needs this,really needs this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,"Setting up an entire back-end from scratch (Go, Node.js, etc.)","Student, hobby",,,,,,not used,don’t want to use,not used,want to use a lot
6/15/2021 19:37:16,not used,have used occasionally,not used,not used,have used occasionally,not used,not used,not used,don’t want to use,want to use a little,want to use a little,want to use a little,want to use a little,don’t want to use,want to use a little,don’t want to use,just for experimentation,very high impact,very high impact,low impact,low impact,very high impact,Don't know :shrug:,very high impact,low impact,very high impact,low impact,modest interest,no interest,modest interest,modest interest,modest interest,modest interest,modest interest,modest interest,doesn’t need this,needs this,needs this,doesn’t need this,needs this,architect,"Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",5+ years,Able to handle complex multi-server or microservices architectures,Finance,Netherlands,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 20:00:30,not used,have used occasionally,have used occasionally,not used,not used,not used,not used,not used,want to use a little,want to use a little,don’t want to use,don’t want to use,don’t want to use,not heard of it,don’t want to use,don’t want to use,Web development,some impact,Don't know :shrug:,some impact,low impact,low impact,very high impact,some impact,very high impact,very high impact,very high impact,don’t know what it is :shrug:,modest interest,no interest,modest interest,modest interest,modest interest,modest interest,no interest,needs this,needs this,doesn’t need this,doesn’t need this,really needs this,"Developer, full-stack","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,Able to handle complex multi-server or microservices architectures,Industrial Cybersecurity,United States,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 21:29:05,not used,have used occasionally,not used,not used,not used,not used,not used,have used occasionally,don’t want to use,want to use a lot,want to use a little,don’t want to use,don’t want to use,not heard of it,don’t want to use,want to use a lot,Plugins,very high impact,some impact,some impact,some impact,some impact,some impact,low impact,some impact,some impact,low impact,modest interest,modest interest,modest interest,modest interest,very interested,very interested,no interest,modest interest,doesn’t need this,doesn’t need this,doesn’t need this,doesn’t need this,doesn’t need this,"Hobbiest, Student","Writing short, simple JavaScript or jQuery statements","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",3 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Programming & Technical Tools,United States,,,,,not used,want to use a little,not used,don’t want to use
6/15/2021 21:50:09,not used,have used occasionally,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,"Web development, Serverless",some impact,Don't know :shrug:,very high impact,very high impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,some impact,Don't know :shrug:,no interest,very interested,no interest,no interest,very interested,very interested,no interest,very interested,doesn’t need this,doesn’t need this,really needs this,doesn’t need this,needs this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",2 years,Able to handle complex multi-server or microservices architectures,Consulting & Services,United States,Clojure,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 22:10:07,not used,have used occasionally,not used,not used,have used occasionally,not used,not used,have used occasionally,don’t want to use,want to use a lot,don’t want to use,don’t want to use,want to use a lot,want to use a lot,don’t want to use,want to use a lot,"Web development, Game Development",very high impact,some impact,low impact,very high impact,very high impact,very high impact,low impact,some impact,some impact,Don't know :shrug:,don’t know what it is :shrug:,very interested,very interested,very interested,modest interest,very interested,very interested,very interested,really needs this,really needs this,needs this,doesn’t need this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,Able to handle complex multi-server or microservices architectures,Education,United States,No,,,No,not used,want to use a little,not used,don’t want to use
6/15/2021 22:13:40,not used,have used occasionally,not used,not used,use frequently,not used,not used,not used,want to use a little,don’t want to use,don’t want to use,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,"Web development, Scientific, Cryptography",very high impact,some impact,some impact,some impact,Don't know :shrug:,some impact,very high impact,very high impact,some impact,some impact,very interested,modest interest,very interested,very interested,modest interest,don’t know what it is :shrug:,modest interest,don’t know what it is :shrug:,really needs this,really needs this,really needs this,needs this,really needs this,Academic researcher,"Writing short, simple JavaScript or jQuery statements","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",3 years,"Able to set up all-in-one CMSs (WordPress, etc.) or static site generators (Jekyll, etc.)",Education,France,,,,,not used,don’t want to use,not used,want to use a little
6/15/2021 22:38:28,not used,have used occasionally,have used occasionally,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,want to use a lot,want to use a little,not heard of it,want to use a lot,don’t want to use,"Web development, Containerisation",very high impact,some impact,low impact,very high impact,very high impact,some impact,low impact,some impact,some impact,very high impact,modest interest,modest interest,no interest,no interest,very interested,no interest,modest interest,very interested,really needs this,doesn’t need this,really needs this,really needs this,needs this,"Developer, full-stack","Writing short, simple JavaScript or jQuery statements","I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,"Able to develop apps using pre-existing frameworks (Rails, Laravel, etc.)",Programming & Technical Tools,,,,,Kotlin,not used,don’t want to use,not used,don’t want to use
6/15/2021 23:15:54,not used,use frequently,use frequently,have used occasionally,have used occasionally,not used,not used,not used,don’t want to use,want to use a lot,want to use a lot,want to use a little,want to use a little,don’t want to use,don’t want to use,want to use a little,"Web development, Internet of Things, Serverless",very high impact,very high impact,very high impact,some impact,very high impact,very high impact,some impact,some impact,very high impact,very high impact,very interested,very interested,very interested,modest interest,modest interest,modest interest,modest interest,very interested,really needs this,needs this,needs this,really needs this,really needs this,"Developer, embedded applications or devices","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",2 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Consulting & Services,Australia,,,,,have used occasionally,want to use a little,not used,want to use a little
6/16/2021 4:54:42,have used occasionally,have used occasionally,use frequently,have used occasionally,have used occasionally,not used,have used occasionally,not used,want to use a little,want to use a little,want to use a lot,want to use a little,want to use a little,don’t want to use,want to use a little,want to use a little,Game Development,some impact,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,very interested,modest interest,modest interest,very interested,very interested,very interested,no interest,modest interest,needs this,really needs this,needs this,really needs this,really needs this,Senior executive/VP,Architecturing entire front-end codebases from scratch,"I’ve created advanced WebAssembly tooling (compilers, analyzers)",4 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Entertainment,Canada,,,,,not used,don’t want to use,have used occasionally,don’t want to use
6/16/2021 5:19:38,use sometimes,not used,not used,not used,not used,not used,not used,not used,want to use a lot,not heard of it,don’t want to use,don’t want to use,not heard of it,not heard of it,don’t want to use,not heard of it,Web development,very high impact,Don't know :shrug:,low impact,some impact,some impact,low impact,low impact,some impact,some impact,low impact,modest interest,very interested,modest interest,modest interest,very interested,don’t know what it is :shrug:,no interest,very interested,really needs this,needs this,needs this,needs this,really needs this,"Developer, full-stack","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",2 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Programming & Technical Tools,Mexico,Typescript,,,,not used,not heard of it,not used,don’t want to use
6/16/2021 5:48:06,not used,use frequently,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,want to use a lot,want to use a lot,want to use a lot,want to use a little,want to use a lot,want to use a little,"Web development, Blockchain, Serverless, Artificial Intelligence",very high impact,very high impact,some impact,very high impact,some impact,some impact,some impact,some impact,some impact,very high impact,modest interest,modest interest,very interested,modest interest,very interested,very interested,modest interest,very interested,really needs this,really needs this,really needs this,really needs this,really needs this,"Developer, full-stack","Writing short, simple JavaScript or jQuery statements","I am confident in using WebAssembly, but consider it a ‘black box’",2 years,"Able to set up all-in-one CMSs (WordPress, etc.) or static site generators (Jekyll, etc.)",Software company,China,No,,,JavaScript,not used,want to use a lot,not used,want to use a little
6/16/2021 7:15:25,not used,have used occasionally,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,not heard of it,want to use a little,don’t want to use,"Web development, Game Development",very high impact,Don't know :shrug:,Don't know :shrug:,very high impact,very high impact,some impact,some impact,low impact,Don't know :shrug:,Don't know :shrug:,modest interest,very interested,very interested,very interested,don’t know what it is :shrug:,don’t know what it is :shrug:,don’t know what it is :shrug:,very interested,really needs this,needs this,really needs this,doesn’t need this,needs this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",3 years,Able to handle complex multi-server or microservices architectures,Social Media,United Kingdom,,,,Idris,not used,want to use a lot,not used,want to use a little
6/16/2021 8:41:46,not used,have used occasionally,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,"Web development, Game Development",some impact,Don't know :shrug:,Don't know :shrug:,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,very interested,no interest,don’t know what it is :shrug:,very interested,don’t know what it is :shrug:,don’t know what it is :shrug:,don’t know what it is :shrug:,very interested,doesn’t need this,needs this,doesn’t need this,doesn’t need this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I am confident in using WebAssembly, but consider it a ‘black box’",5+ years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Healthcare,Sweden,,,,,not used,don’t want to use,not used,don’t want to use
6/16/2021 12:06:38,not used,have used occasionally,have used occasionally,have used occasionally,have used occasionally,not used,not used,not used,not heard of it,want to use a lot,not heard of it,want to use a lot,want to use a lot,not heard of it,not heard of it,not heard of it,add pluggability to existing applications,very high impact,Don't know :shrug:,low impact,very high impact,very high impact,very high impact,low impact,low impact,some impact,some impact,don’t know what it is :shrug:,very interested,very interested,modest interest,modest interest,very interested,modest interest,very interested,doesn’t need this,needs this,really needs this,doesn’t need this,doesn’t need this,"Developer, back-end","Writing short, simple JavaScript or jQuery statements","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",2 years,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,Israel,OPA,,,OPA,not used,not heard of it,not used,not heard of it
6/16/2021 12:14:01,not used,not used,not used,not used,use frequently,not used,not used,not used,don’t want to use,don’t want to use,don’t want to use,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,Web development,very high impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,don’t know what it is :shrug:,very interested,very interested,don’t know what it is :shrug:,very interested,don’t know what it is :shrug:,don’t know what it is :shrug:,don’t know what it is :shrug:,doesn’t need this,doesn’t need this,doesn’t need this,doesn’t need this,really needs this,"Developer, front-end","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,Able to handle complex multi-server or microservices architectures,Entertainment,France,,,,,not used,don’t want to use,not used,don’t want to use
6/16/2021 12:41:28,not used,have used occasionally,use sometimes,not used,use frequently,not used,not used,not used,not heard of it,not heard of it,want to use a lot,not heard of it,want to use a lot,not heard of it,not heard of it,not heard of it,"Web development, Blockchain, Game Development, Scientific, Audio / Video Processing, Artificial Intelligence",some impact,very high impact,low impact,low impact,low impact,very high impact,very high impact,some impact,very high impact,very high impact,modest interest,very interested,modest interest,very interested,modest interest,modest interest,no interest,very interested,doesn’t need this,doesn’t need this,doesn’t need this,doesn’t need this,needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",3 years,Able to handle complex multi-server or microservices architectures,Entertainment,Poland,,,,Dart,not used,not heard of it,not used,not heard of it
6/16/2021 16:41:11,have used occasionally,not used,use frequently,not used,not used,not used,not used,not used,want to use a lot,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,"Containerisation, Scientific",very high impact,Don't know :shrug:,Don't know :shrug:,some impact,Don't know :shrug:,some impact,some impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,very interested,modest interest,don’t know what it is :shrug:,very interested,don’t know what it is :shrug:,don’t know what it is :shrug:,very interested,modest interest,needs this,really needs this,doesn’t need this,doesn’t need this,needs this,"Developer, full-stack","Writing short, simple JavaScript or jQuery statements","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",3 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Consulting & Services,Australia,,,,,not used,don’t want to use,not used,don’t want to use
6/16/2021 16:52:57,not used,use frequently,use frequently,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,want to use a little,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,Web development,very high impact,low impact,some impact,very high impact,very high impact,some impact,very high impact,low impact,some impact,some impact,very interested,no interest,modest interest,very interested,very interested,modest interest,no interest,very interested,needs this,really needs this,doesn’t need this,needs this,needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",2 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Programming & Technical Tools,Korea South,,,,,not used,want to use a little,not used,don’t want to use
